2020-02-13 14:13:36 engine.py[line:29]                   INFO: 开始运行时间：2020-02-13 14:13:36.522802
2020-02-14 12:12:03 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:12:03.943152
2020-02-14 12:12:04 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:12:49 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:12:49.267744
2020-02-14 12:12:50 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:12:50 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:12:50.127793
2020-02-14 12:12:50 engine.py[line:36]                   INFO: 耗时：0.86
2020-02-14 12:13:21 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:13:21.984615
2020-02-14 12:13:22 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:13:32 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:13:32.226201
2020-02-14 12:13:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:13:48 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:13:48.299121
2020-02-14 12:13:49 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:13:49 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:13:49.259176
2020-02-14 12:13:49 engine.py[line:36]                   INFO: 耗时：0.96
2020-02-14 12:14:08 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:14:08.750290
2020-02-14 12:14:09 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:14:09 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:14:09.661342
2020-02-14 12:14:09 engine.py[line:36]                   INFO: 耗时：0.91
2020-02-14 12:16:12 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:16:12.840388
2020-02-14 12:16:13 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:16:13 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:16:13.347417
2020-02-14 12:16:13 engine.py[line:36]                   INFO: 耗时：0.51
2020-02-14 12:16:41 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:16:41.612034
2020-02-14 12:16:42 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:16:42 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:16:42.134063
2020-02-14 12:16:42 engine.py[line:36]                   INFO: 耗时：0.52
2020-02-14 12:17:04 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:17:04.482342
2020-02-14 12:17:05 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:17:05 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:17:05.068375
2020-02-14 12:17:05 engine.py[line:36]                   INFO: 耗时：0.59
2020-02-14 12:18:20 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:18:20.097667
2020-02-14 12:18:20 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:18:20 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:18:20.911713
2020-02-14 12:18:20 engine.py[line:36]                   INFO: 耗时：0.81
2020-02-14 12:19:14 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:19:14.810796
2020-02-14 12:19:15 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:19:15 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:19:15.420831
2020-02-14 12:19:15 engine.py[line:36]                   INFO: 耗时：0.61
2020-02-14 12:19:26 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:19:26.903488
2020-02-14 12:19:28 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:19:28 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:19:28.021552
2020-02-14 12:19:28 engine.py[line:36]                   INFO: 耗时：1.12
2020-02-14 12:21:04 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:21:04.864091
2020-02-14 12:21:05 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:21:05 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:21:05.535129
2020-02-14 12:21:05 engine.py[line:36]                   INFO: 耗时：0.67
2020-02-14 12:21:13 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:21:13.957611
2020-02-14 12:21:14 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:21:14 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:21:14.639650
2020-02-14 12:21:14 engine.py[line:36]                   INFO: 耗时：0.68
2020-02-14 12:22:21 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:22:21.511475
2020-02-14 12:22:22 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:22:22 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:22:22.149511
2020-02-14 12:22:22 engine.py[line:36]                   INFO: 耗时：0.64
2020-02-14 12:22:34 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:22:34.339208
2020-02-14 12:22:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:22:34 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:22:34.775233
2020-02-14 12:22:34 engine.py[line:36]                   INFO: 耗时：0.44
2020-02-14 12:25:40 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:25:40.266843
2020-02-14 12:25:40 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:26:39 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:26:39.463229
2020-02-14 12:26:39 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:27:44 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:27:44.663958
2020-02-14 12:27:45 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:28:22 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:28:22.108100
2020-02-14 12:28:22 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:28:23 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456004/>
2020-02-14 12:28:23 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456014/>
2020-02-14 12:28:24 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455997/>
2020-02-14 12:28:24 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455998/>
2020-02-14 12:28:25 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/group/close>
2020-02-14 12:28:26 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686763/>
2020-02-14 12:28:26 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/819114/>
2020-02-14 12:28:27 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455095/>
2020-02-14 12:28:27 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455011/>
2020-02-14 12:28:27 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455847/>
2020-02-14 12:28:27 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:28:27.835427
2020-02-14 12:28:27 engine.py[line:36]                   INFO: 耗时：5.73
2020-02-14 12:29:50 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:29:50.718168
2020-02-14 12:29:55 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:29:55 engine.py[line:35]                   INFO: 结束运行时间：2020-02-14 12:29:55.345432
2020-02-14 12:29:55 engine.py[line:36]                   INFO: 耗时：4.63
2020-02-14 12:32:12 engine.py[line:32]                   INFO: 开始运行时间：2020-02-14 12:32:12.477276
2020-02-14 12:32:13 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:14 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:14 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=3&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:15 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=4&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:16 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=5&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:17 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=6&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:17 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=7&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:18 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=8&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:19 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=9&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:20 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=10&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:21 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=11&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:22 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=12&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:23 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=13&wd=%E9%97%AE%E7%AD%94>
2020-02-14 12:32:24 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456004/>
2020-02-14 12:32:25 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456014/>
2020-02-14 12:32:25 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455997/>
2020-02-14 12:32:27 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455998/>
2020-02-14 12:32:28 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/group/close>
2020-02-14 12:32:29 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686763/>
2020-02-14 12:32:29 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/819114/>
2020-02-14 12:32:29 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455095/>
2020-02-14 12:32:30 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455011/>
2020-02-14 12:32:30 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455847/>
2020-02-14 12:32:30 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-14 12:32:31 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686212/>
2020-02-14 12:32:31 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/684986/>
2020-02-14 12:32:32 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455318/>
2020-02-14 12:32:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818751/>
2020-02-14 12:32:33 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449701/>
2020-02-14 12:32:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818716/>
2020-02-14 12:32:33 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449803/>
2020-02-14 12:32:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446357/>
2020-02-14 12:32:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449842/>
2020-02-14 12:32:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449860/>
2020-02-14 12:32:35 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/678081/>
2020-02-14 12:32:36 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/677473/>
2020-02-14 12:32:36 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676947/>
2020-02-14 12:32:37 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676930/>
2020-02-14 12:32:37 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676670/>
2020-02-14 12:32:38 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676650/>
2020-02-14 12:32:38 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446906/>
2020-02-14 12:32:38 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446918/>
2020-02-14 12:32:39 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/447047/>
2020-02-14 12:32:39 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/450288/>
2020-02-14 12:32:40 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/817865/>
2020-02-14 12:32:41 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/814773/>
2020-02-14 12:32:41 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/817025/>
2020-02-14 12:32:42 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/816699/>
2020-02-14 12:32:42 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/816243/>
2020-02-14 12:32:43 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/816141/>
2020-02-14 12:32:44 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/815826/>
2020-02-14 12:32:45 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/815763/>
2020-02-14 12:32:46 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/815684/>
2020-02-14 12:32:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/447292/>
2020-02-14 12:32:47 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/675996/>
2020-02-14 12:32:47 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/447317/>
2020-02-14 12:32:48 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/813759/>
2020-02-14 12:32:48 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/675739/>
2020-02-14 12:32:49 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/809720/>
2020-02-14 12:32:49 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/801365/>
2020-02-14 12:32:50 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/447543/>
2020-02-14 12:32:50 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/671684/>
